"key","value"
3628,9444
"p",1
"x",0.4499015263417036
"s",0.8028064992614475
"n",0.8778926637124569
"t",0.7600935499753816
"f",0.9998769079271295
"c",0.855120630231413
"k",0.6469719350073855
"e",0.9645494830132939
"w",0.9763663220088626
"o",0.921590349581487
"y",0.5909650418513048
"b",0.9469473165928114
"g",0.5208025603151157
"v",0.4971688823239783
"p-x",0.4499015263417036
"p-s",0.8028064992614475
"p-n",0.8778926637124569
"p-t",0.7600935499753816
"p-f",0.9998769079271295
"p-c",0.855120630231413
"p-k",0.6469719350073855
"p-e",0.9645494830132939
"p-w",0.9763663220088626
"p-o",0.921590349581487
"p-y",0.5909650418513048
"p-b",0.9469473165928114
"p-g",0.5208025603151157
"p-v",0.4971688823239783
"x-f",0.4499015263417036
"x-e",0.43217626784835056
"x-w",0.44399310684391924
"x-o",0.42626784835056625
"x-b",0.42626784835056625
"s-n",0.7516001969473166
"s-t",0.733259478089611
"s-f",0.802683407188577
"s-c",0.6667897587395372
"s-k",0.4544559330379124
"s-e",0.7673559822747416
"s-w",0.7791728212703102
"s-o",0.732028557360906
"s-y",0.422575086164451
"s-b",0.7534465780403742
"n-t",0.7088872476612507
"n-f",0.8777695716395865
"n-c",0.73301329394387
"n-k",0.5603151157065485
"n-e",0.8778926637124569
"n-w",0.8542589857213195
"n-o",0.7994830132939439
"n-y",0.5161250615460364
"n-b",0.8248399803052684
"n-g",0.43217626784835056
"n-v",0.44399310684391924
"t-f",0.7600935499753816
"t-c",0.6182914820285573
"t-k",0.4516248153618907
"t-e",0.7246430329886755
"t-w",0.7600935499753816
"t-o",0.6862383062530774
"t-y",0.4154357459379616
"t-b",0.7285819793205317
"f-c",0.855120630231413
"f-k",0.6468488429345151
"f-e",0.9644263909404235
"f-w",0.9762432299359921
"f-o",0.921590349581487
"f-y",0.5909650418513048
"f-b",0.9469473165928114
"f-g",0.5208025603151157
"f-v",0.4971688823239783
"c-k",0.5572378138847858
"c-e",0.8196701132447071
"c-w",0.8314869522402757
"c-o",0.8122845888724766
"c-y",0.5835795174790743
"c-b",0.802191038897095
"c-v",0.4823978335795175
"k-e",0.6469719350073855
"k-w",0.6410635155096012
"k-o",0.6045051698670606
"k-y",0.4094042343673067
"k-b",0.6165681930083703
"e-w",0.9409158050221565
"e-o",0.8861398325947809
"e-y",0.5909650418513048
"e-b",0.9114967996061054
"e-g",0.4971688823239783
"e-v",0.47944362383062533
"w-o",0.8979566715903495
"w-y",0.5791482028557361
"w-b",0.923313638601674
"w-g",0.5208025603151157
"w-v",0.48535204332840964
"o-y",0.5653618906942393
"o-b",0.8686607582471689
"o-g",0.4784588872476612
"o-v",0.4863367799113737
"y-b",0.559699655342196
"b-g",0.49766125061546035
"b-v",0.46971935007385524
"p-x-f",0.4499015263417036
"p-x-e",0.43217626784835056
"p-x-w",0.44399310684391924
"p-x-o",0.42626784835056625
"p-x-b",0.42626784835056625
"p-s-n",0.7516001969473166
"p-s-t",0.733259478089611
"p-s-f",0.802683407188577
"p-s-c",0.6667897587395372
"p-s-k",0.4544559330379124
"p-s-e",0.7673559822747416
"p-s-w",0.7791728212703102
"p-s-o",0.732028557360906
"p-s-y",0.422575086164451
"p-s-b",0.7534465780403742
"p-n-t",0.7088872476612507
"p-n-f",0.8777695716395865
"p-n-c",0.73301329394387
"p-n-k",0.5603151157065485
"p-n-e",0.8778926637124569
"p-n-w",0.8542589857213195
"p-n-o",0.7994830132939439
"p-n-y",0.5161250615460364
"p-n-b",0.8248399803052684
"p-n-g",0.43217626784835056
"p-n-v",0.44399310684391924
"p-t-f",0.7600935499753816
"p-t-c",0.6182914820285573
"p-t-k",0.4516248153618907
"p-t-e",0.7246430329886755
"p-t-w",0.7600935499753816
"p-t-o",0.6862383062530774
"p-t-y",0.4154357459379616
"p-t-b",0.7285819793205317
"p-f-c",0.855120630231413
"p-f-k",0.6468488429345151
"p-f-e",0.9644263909404235
"p-f-w",0.9762432299359921
"p-f-o",0.921590349581487
"p-f-y",0.5909650418513048
"p-f-b",0.9469473165928114
"p-f-g",0.5208025603151157
"p-f-v",0.4971688823239783
"p-c-k",0.5572378138847858
"p-c-e",0.8196701132447071
"p-c-w",0.8314869522402757
"p-c-o",0.8122845888724766
"p-c-y",0.5835795174790743
"p-c-b",0.802191038897095
"p-c-v",0.4823978335795175
"p-k-e",0.6469719350073855
"p-k-w",0.6410635155096012
"p-k-o",0.6045051698670606
"p-k-y",0.4094042343673067
"p-k-b",0.6165681930083703
"p-e-w",0.9409158050221565
"p-e-o",0.8861398325947809
"p-e-y",0.5909650418513048
"p-e-b",0.9114967996061054
"p-e-g",0.4971688823239783
"p-e-v",0.47944362383062533
"p-w-o",0.8979566715903495
"p-w-y",0.5791482028557361
"p-w-b",0.923313638601674
"p-w-g",0.5208025603151157
"p-w-v",0.48535204332840964
"p-o-y",0.5653618906942393
"p-o-b",0.8686607582471689
"p-o-g",0.4784588872476612
"p-o-v",0.4863367799113737
"p-y-b",0.559699655342196
"p-b-g",0.49766125061546035
"p-b-v",0.46971935007385524
"x-f-e",0.43217626784835056
"x-f-w",0.44399310684391924
"x-f-o",0.42626784835056625
"x-f-b",0.42626784835056625
"x-e-w",0.42626784835056625
"x-e-o",0.4085425898572132
"x-e-b",0.4085425898572132
"x-w-o",0.4203594288527819
"x-w-b",0.4203594288527819
"x-o-b",0.40263417035942883
"s-n-t",0.6820531757754801
"s-n-f",0.7514771048744461
"s-n-c",0.6155834564254062
"s-n-k",0.43870014771048743
"s-n-e",0.7516001969473166
"s-n-w",0.7279665189561793
"s-n-o",0.680822255046775
"s-n-y",0.40977351058591827
"s-n-b",0.7022402757262433
"s-t-f",0.733259478089611
"s-t-c",0.5995814869522402
"s-t-k",0.4277449532250123
"s-t-e",0.697808961102905
"s-t-w",0.733259478089611
"s-t-o",0.6626046282619399
"s-t-b",0.7017479074347612
"s-f-c",0.6667897587395372
"s-f-k",0.45433284096504184
"s-f-e",0.767232890201871
"s-f-w",0.7790497291974396
"s-f-o",0.732028557360906
"s-f-y",0.422575086164451
"s-f-b",0.7534465780403742
"s-c-e",0.6313392417528311
"s-c-w",0.6431560807483998
"s-c-o",0.629369768586903
"s-c-y",0.4155588380108321
"s-c-b",0.6175529295913343
"s-k-e",0.4544559330379124
"s-k-w",0.448547513540128
"s-k-o",0.4188823239783358
"s-k-b",0.4272525849335303
"s-e-w",0.7437223042836041
"s-e-o",0.6965780403741999
"s-e-y",0.422575086164451
"s-e-b",0.7179960610536681
"s-w-o",0.7083948793697686
"s-w-y",0.4107582471688823
"s-w-b",0.7298129000492368
"s-o-y",0.4023879862136878
"s-o-b",0.6827917282127031
"n-t-f",0.7088872476612507
"n-t-c",0.5670851797144264
"n-t-k",0.43586903003446575
"n-t-e",0.7088872476612507
"n-t-w",0.7088872476612507
"n-t-o",0.6350320039389463
"n-t-y",0.40263417035942883
"n-t-b",0.6773756770064008
"n-f-c",0.73301329394387
"n-f-k",0.560192023633678
"n-f-e",0.8777695716395865
"n-f-w",0.854135893648449
"n-f-o",0.7994830132939439
"n-f-y",0.5161250615460364
"n-f-b",0.8248399803052684
"n-f-g",0.43217626784835056
"n-f-v",0.44399310684391924
"n-c-k",0.4705809945839488
"n-c-e",0.73301329394387
"n-c-w",0.7093796159527327
"n-c-o",0.6901772525849336
"n-c-y",0.508739537173806
"n-c-b",0.680083702609552
"n-c-v",0.4292220580994584
"n-k-e",0.5603151157065485
"n-k-w",0.5544066962087641
"n-k-o",0.5178483505662236
"n-k-b",0.5299113737075333
"n-e-w",0.8542589857213195
"n-e-o",0.7994830132939439
"n-e-y",0.5161250615460364
"n-e-b",0.8248399803052684
"n-e-g",0.43217626784835056
"n-e-v",0.44399310684391924
"n-w-o",0.7758493353028065
"n-w-y",0.5043082225504677
"n-w-b",0.8012063023141309
"n-w-g",0.43217626784835056
"n-w-v",0.43217626784835056
"n-o-y",0.49052191038897097
"n-o-b",0.7465534219596258
"n-o-v",0.4331610044313146
"n-y-b",0.4848596750369276
"n-b-g",0.4090349581486952
"n-b-v",0.41654357459379615
"t-f-c",0.6182914820285573
"t-f-k",0.4516248153618907
"t-f-e",0.7246430329886755
"t-f-w",0.7600935499753816
"t-f-o",0.6862383062530774
"t-f-y",0.4154357459379616
"t-f-b",0.7285819793205317
"t-c-e",0.5828409650418513
"t-c-w",0.6182914820285573
"t-c-o",0.5798867552929592
"t-c-y",0.40952732644017725
"t-c-b",0.5867799113737076
"t-k-e",0.4516248153618907
"t-k-w",0.4516248153618907
"t-k-o",0.4137124569177745
"t-k-b",0.43193008370260955
"t-e-w",0.7246430329886755
"t-e-o",0.6507877892663713
"t-e-y",0.4154357459379616
"t-e-b",0.6931314623338257
"t-w-o",0.6862383062530774
"t-w-y",0.4154357459379616
"t-w-b",0.7285819793205317
"t-o-b",0.6547267355982275
"f-c-k",0.5572378138847858
"f-c-e",0.8196701132447071
"f-c-w",0.8314869522402757
"f-c-o",0.8122845888724766
"f-c-y",0.5835795174790743
"f-c-b",0.802191038897095
"f-c-v",0.4823978335795175
"f-k-e",0.6468488429345151
"f-k-w",0.6409404234367306
"f-k-o",0.6045051698670606
"f-k-y",0.4094042343673067
"f-k-b",0.6165681930083703
"f-e-w",0.940792712949286
"f-e-o",0.8861398325947809
"f-e-y",0.5909650418513048
"f-e-b",0.9114967996061054
"f-e-g",0.4971688823239783
"f-e-v",0.47944362383062533
"f-w-o",0.8979566715903495
"f-w-y",0.5791482028557361
"f-w-b",0.923313638601674
"f-w-g",0.5208025603151157
"f-w-v",0.48535204332840964
"f-o-y",0.5653618906942393
"f-o-b",0.8686607582471689
"f-o-g",0.4784588872476612
"f-o-v",0.4863367799113737
"f-y-b",0.559699655342196
"f-b-g",0.49766125061546035
"f-b-v",0.46971935007385524
"c-k-e",0.5572378138847858
"c-k-w",0.5513293943870015
"c-k-o",0.5444362383062531
"c-k-y",0.4089118660758247
"c-k-b",0.5269571639586411
"c-e-w",0.7960364352535697
"c-e-o",0.7768340718857706
"c-e-y",0.5835795174790743
"c-e-b",0.766740521910389
"c-e-v",0.46467257508616444
"c-w-o",0.7886509108813392
"c-w-y",0.5717626784835057
"c-w-b",0.7785573609059576
"c-w-v",0.4705809945839488
"c-o-y",0.5579763663220089
"c-o-b",0.7593549975381585
"c-o-v",0.47156573116691286
"c-y-b",0.5523141309699655
"c-b-v",0.4549483013293944
"k-e-w",0.6410635155096012
"k-e-o",0.6045051698670606
"k-e-y",0.4094042343673067
"k-e-b",0.6165681930083703
"k-w-o",0.5985967503692762
"k-w-y",0.40645002461841456
"k-w-b",0.6106597735105859
"k-o-y",0.40054160512063025
"k-o-b",0.5742245199409158
"e-w-o",0.8625061546036435
"e-w-y",0.5791482028557361
"e-w-b",0.8878631216149679
"e-w-g",0.4971688823239783
"e-w-v",0.4676267848350566
"e-o-y",0.5653618906942393
"e-o-b",0.8332102412604628
"e-o-g",0.45482520925652387
"e-o-v",0.4686115214180207
"e-y-b",0.559699655342196
"e-b-g",0.474027572624323
"e-b-v",0.4519940915805022
"w-o-y",0.5535450516986706
"w-o-b",0.8450270802560315
"w-o-g",0.4784588872476612
"w-o-v",0.474519940915805
"w-y-b",0.5478828163466273
"w-b-g",0.49766125061546035
"w-b-v",0.45790251107828656
"o-y-b",0.5340965041851304
"o-b-g",0.4553175775480059
"o-b-v",0.4588872476612506
"p-x-f-e",0.43217626784835056
"p-x-f-w",0.44399310684391924
"p-x-f-o",0.42626784835056625
"p-x-f-b",0.42626784835056625
"p-x-e-w",0.42626784835056625
"p-x-e-o",0.4085425898572132
"p-x-e-b",0.4085425898572132
"p-x-w-o",0.4203594288527819
"p-x-w-b",0.4203594288527819
"p-x-o-b",0.40263417035942883
"p-s-n-t",0.6820531757754801
"p-s-n-f",0.7514771048744461
"p-s-n-c",0.6155834564254062
"p-s-n-k",0.43870014771048743
"p-s-n-e",0.7516001969473166
"p-s-n-w",0.7279665189561793
"p-s-n-o",0.680822255046775
"p-s-n-y",0.40977351058591827
"p-s-n-b",0.7022402757262433
"p-s-t-f",0.733259478089611
"p-s-t-c",0.5995814869522402
"p-s-t-k",0.4277449532250123
"p-s-t-e",0.697808961102905
"p-s-t-w",0.733259478089611
"p-s-t-o",0.6626046282619399
"p-s-t-b",0.7017479074347612
"p-s-f-c",0.6667897587395372
"p-s-f-k",0.45433284096504184
"p-s-f-e",0.767232890201871
"p-s-f-w",0.7790497291974396
"p-s-f-o",0.732028557360906
"p-s-f-y",0.422575086164451
"p-s-f-b",0.7534465780403742
"p-s-c-e",0.6313392417528311
"p-s-c-w",0.6431560807483998
"p-s-c-o",0.629369768586903
"p-s-c-y",0.4155588380108321
"p-s-c-b",0.6175529295913343
"p-s-k-e",0.4544559330379124
"p-s-k-w",0.448547513540128
